DATA,CO_ID,CL_ID,CL_GENERO,CL_EC,CL_FHL,CL_SEG,PR_ID,PR_CAT,PR_NOME
2019-05-11,194066,225,M,4,0,C,213,ALIMENTOS,CENOURA
2019-05-11,194134,414,F,1,0,B,3,ALIMENTOS,ABACATE
2019-05-11,194161,159,M,1,0,C,108,LIMPEZA,REMOVEDOR
2019-05-11,194201,169,F,1,1,B,144,BEBIDAS,REFRIGERANTE COLA
2019-05-11,194225,75,M,1,0,B,194,ALIMENTOS,FILE DE PEIXE
2019-05-11,194255,980,F,1,0,B,68,BEBIDAS,REFRIGERANTE LARANJA
2019-05-11,194262,35,M,3,0,B,103,LIMPEZA,LIMPADOR MULTIUSO
2019-05-11,194346,122,M,3,3,B,34,ALIMENTOS,KETCHUP
2019-05-11,194350,190,M,1,4,B,147,PET,RACAO SECA PARA GATOS
2019-08-11,194390,492,F,2,1,C,224,ALIMENTOS,AZEITE
2019-08-11,194462,140,F,1,0,C,164,ACESSORIOS,MORDEDOR
2019-08-11,194477,193,F,4,0,B,30,ALIMENTOS,FILE DE PEIXE
2019-08-11,194504,410,F,3,3,B,181,ALIMENTOS,LATA DE MILHO
2019-08-11,194548,919,F,2,0,C,18,ALIMENTOS,BROCOLIS
2019-08-11,194609,780,M,3,2,B,135,LIMPEZA,RODO
2019-08-11,194691,262,M,1,2,B,191,HIGIENE,FRALDA
2019-08-11,194698,138,F,3,2,B,53,ALIMENTOS,PRESUNTO COZIDO
2019-08-11,194772,527,F,4,1,B,61,ALIMENTOS,SARDINHA
2019-08-11,194837,481,M,3,0,B,21,ALIMENTOS,CENOURA
2019-08-11,194918,31,F,1,0,C,202,LIMPEZA,DESENGORDURANTE
2019-08-11,194986,376,F,3,0,B,181,ALIMENTOS,LATA DE MILHO
2019-08-11,195070,113,F,3,0,B,59,ALIMENTOS,SALGADINHO
2019-08-11,195169,791,F,1,0,B,119,PET,RACAO UMIDA PARA GATOS
2019-08-11,195210,250,F,4,1,B,75,HIGIENE,ESCOVA DE DENTE
2019-08-11,195272,552,M,4,0,B,94,LIMPEZA,ALCOOL
2019-08-11,195362,176,F,2,0,B,196,HIGIENE,ESCOVA DE DENTE
2019-08-11,195408,194,F,4,0,B,36,ALIMENTOS,LATA DE MILHO
2019-08-11,195409,954,F,4,2,B,173,ALIMENTOS,LINGUICA
2019-08-11,195501,31,F,1,0,C,60,ALIMENTOS,SALGADINHOS DE MILHO
2019-08-11,195536,345,F,2,3,B,174,LIMPEZA,LIMPADOR PERFUMADO
2019-08-11,195548,155,F,2,0,B,23,ALIMENTOS,COGUMELOS
2019-08-11,195616,764,F,3,1,B,153,ALIMENTOS,PRESUNTO COZIDO
2019-11-15,195676,88,F,1,0,B,94,LIMPEZA,ALCOOL
2019-11-15,195688,464,M,2,2,B,105,LIMPEZA,LUSTRA MOVEIS
2019-11-15,195724,195,M,4,0,B,148,PET,RACAO SECA PARA CAES
2019-11-15,195750,380,M,3,4,B,23,ALIMENTOS,COGUMELOS
2019-11-15,195794,83,M,1,4,B,87,HIGIENE,PROTETOR SOLAR
2019-11-15,195883,207,F,3,0,B,91,HIGIENE,TALCO
2019-11-15,195958,686,F,3,2,A,106,LIMPEZA,ODORIZADOR
2019-11-15,196008,850,M,1,0,C,45,ALIMENTOS,MANGA
2019-11-15,196091,51,F,3,0,B,34,ALIMENTOS,KETCHUP
2019-11-15,196162,471,F,4,0,A,202,LIMPEZA,DESENGORDURANTE
2019-11-15,196184,833,F,1,4,B,217,ALIMENTOS,BISCOITO
2019-11-15,196247,413,M,3,2,B,43,ALIMENTOS,MAMAO PAPAYA
2019-11-15,196273,116,M,4,0,B,79,HIGIENE,GEL
2019-11-15,196293,454,F,1,0,B,182,ALIMENTOS,LATA DE ERVILHA
2019-11-15,196389,293,M,4,0,B,68,BEBIDAS,REFRIGERANTE LARANJA
2019-11-15,196443,398,F,4,1,B,130,ALIMENTOS,SALGADINHOS DE MILHO
2019-11-15,196536,890,M,3,0,C,59,ALIMENTOS,SALGADINHO
2019-11-15,196577,373,F,4,2,B,69,BEBIDAS,REFRIGERANTE LIMaO
2019-11-15,196612,665,M,1,4,B,39,ALIMENTOS,LIMAO
2019-11-15,196699,513,F,4,3,B,16,ALIMENTOS,BIFE DE COXAO MOLE
2019-11-15,196709,94,M,1,2,C,187,HIGIENE,HASTES FLEXIVEIS
2019-11-20,196755,569,M,1,1,A,113,LIMPEZA,TIRA MANCHA
2019-11-20,196850,888,F,4,2,B,154,HIGIENE,PRESERVATIVO
2019-11-20,196859,614,F,4,1,B,142,BEBIDAS,REFRIGERANTE LARANJA
2019-11-20,196874,831,F,4,2,B,190,HIGIENE,GEL
2019-11-20,196900,956,M,5,1,C,98,LIMPEZA,DESENGORDURANTE
2019-11-20,196993,730,F,2,0,B,32,ALIMENTOS,HAMBUGUER
2019-11-20,197049,747,M,1,0,B,179,ALIMENTOS,LEITE CONDENSADO
2019-11-20,197099,2,M,3,0,B,107,#N/D,#N/D
2019-11-20,197151,263,M,3,0,B,12,ALIMENTOS,AZEITONA
2019-11-20,197160,492,F,2,1,C,190,HIGIENE,GEL
2019-11-20,197170,882,F,4,1,B,181,ALIMENTOS,LATA DE MILHO
2019-11-20,197268,190,M,1,4,B,16,ALIMENTOS,BIFE DE COXAO MOLE
2019-11-20,197316,145,M,3,0,B,165,ALIMENTOS,MOLHO BARBECUE
2019-11-20,197349,218,M,4,0,B,187,HIGIENE,HASTES FLEXIVEIS
2019-11-20,197398,473,F,4,3,B,31,ALIMENTOS,GRANOLA
2019-11-20,197402,106,M,1,0,B,66,BEBIDAS,REFRIGERANTE COLA
2019-11-20,197428,651,F,2,0,B,73,HIGIENE,CREME
2019-11-20,197506,863,F,1,4,B,43,ALIMENTOS,MAMAO PAPAYA
2019-11-20,197583,524,F,4,3,C,173,ALIMENTOS,LINGUICA
2019-11-20,197667,800,M,1,0,C,204,HIGIENE,CREME
2019-11-20,197709,340,M,3,4,B,1,ACESSORIOS,CHUPETA
2019-11-20,197795,24,F,4,0,C,144,BEBIDAS,REFRIGERANTE COLA
2019-11-20,197834,149,M,1,3,A,94,LIMPEZA,ALCOOL
2019-11-20,197908,279,M,1,2,B,15,ALIMENTOS,BATATA DOCE
2019-11-20,197936,857,F,2,2,B,170,ALIMENTOS,MACARRAO INSTANTANEO
2019-11-20,198024,706,F,2,0,A,181,ALIMENTOS,LATA DE MILHO
2019-11-20,198101,133,F,2,0,B,107,#N/D,#N/D
2019-11-20,198180,429,M,4,0,C,164,ACESSORIOS,MORDEDOR
2019-11-20,198260,547,F,3,4,C,112,LIMPEZA,TIRA LIMO
2019-11-20,198325,790,F,3,0,B,100,LIMPEZA,DETERGENTE
2019-11-20,198404,168,F,4,3,B,200,LIMPEZA,DETERGENTE
2019-11-20,198407,38,M,3,0,B,186,HIGIENE,HIDRATANTE
2019-11-20,198457,555,M,4,3,A,150,ALIMENTOS,QUEIJO DE CABRA
2019-11-20,198554,989,M,2,0,B,23,ALIMENTOS,COGUMELOS
2019-11-20,198615,537,F,1,4,B,203,ALIMENTOS,DANETTE
2019-11-20,198646,188,M,2,2,B,65,BEBIDAS,ENERGETICO
2019-11-20,198724,919,F,2,0,C,199,ALIMENTOS,DOCE
2019-11-20,198732,536,M,4,0,B,120,LIMPEZA,VASSOURA
2019-11-20,198822,999,M,2,2,C,214,ALIMENTOS,CEBOLA
2019-11-20,198863,112,M,4,0,B,215,ALIMENTOS,CAFE
2019-11-20,198954,108,M,1,0,B,83,HIGIENE,MODELADOR
2019-11-20,199020,864,F,1,3,B,162,LIMPEZA,ODORIZADOR
2019-11-20,199107,310,M,4,3,C,65,BEBIDAS,ENERGETICO
2019-11-20,199129,481,M,3,0,B,194,ALIMENTOS,FILE DE PEIXE
2019-11-20,199227,526,M,2,2,B,36,ALIMENTOS,LATA DE MILHO
2019-11-20,199286,730,F,2,0,B,40,ALIMENTOS,LINGUICA
2019-11-20,199321,222,F,4,0,B,105,LIMPEZA,LUSTRA MOVEIS
2019-11-20,199376,11,F,4,0,A,182,ALIMENTOS,LATA DE ERVILHA
2019-11-20,199464,466,F,1,0,C,159,ALIMENTOS,PAO DE FORMA
2019-11-20,199508,850,M,1,0,C,196,HIGIENE,ESCOVA DE DENTE
2019-11-27,199551,932,M,4,1,B,201,LIMPEZA,DESINFETANTE
2019-11-27,199572,148,M,3,4,A,189,ALIMENTOS,GRANOLA
2019-11-27,199652,526,M,2,2,B,105,LIMPEZA,LUSTRA MOVEIS
2019-11-27,199717,438,F,1,0,B,75,HIGIENE,ESCOVA DE DENTE
2019-11-27,199811,921,M,2,3,B,26,ALIMENTOS,COXA E SOBRECOXA DE FRANGO
2019-11-27,199827,704,F,2,0,C,107,#N/D,#N/D
2019-11-27,199883,481,M,3,0,B,195,ALIMENTOS,FEIJAO
2019-11-27,199969,3,F,4,0,B,130,ALIMENTOS,SALGADINHOS DE MILHO
2019-11-27,200040,562,F,3,0,B,170,ALIMENTOS,MACARRAO INSTANTANEO
2019-11-27,200093,949,M,1,0,B,214,ALIMENTOS,CEBOLA
2019-11-27,200173,826,F,2,0,C,128,HIGIENE,SHAMPOO
2019-11-27,200185,860,M,1,0,B,168,ALIMENTOS,MAMAO PAPAYA
2019-11-27,200203,741,M,3,0,B,108,LIMPEZA,REMOVEDOR
2019-11-27,200233,998,F,2,0,C,153,ALIMENTOS,PRESUNTO COZIDO
2019-11-27,200320,467,F,2,2,B,37,ALIMENTOS,LEITE
2019-11-27,200345,829,F,3,4,B,164,ACESSORIOS,MORDEDOR
2019-11-27,200386,940,F,1,3,B,161,ALIMENTOS,OVOS
2019-03-12,200485,765,F,5,1,B,213,ALIMENTOS,CENOURA
2019-03-12,200544,952,F,3,4,C,34,ALIMENTOS,KETCHUP
2019-03-12,200619,55,F,3,0,B,29,ALIMENTOS,FEIJAO
2019-03-12,200666,338,M,2,0,B,16,ALIMENTOS,BIFE DE COXAO MOLE
2019-03-12,200697,876,F,2,3,B,22,ALIMENTOS,CHA
2019-03-12,200730,187,M,2,1,B,52,ALIMENTOS,PATE
2019-03-12,200819,882,F,4,1,B,112,LIMPEZA,TIRA LIMO
2019-03-12,200891,362,F,3,0,B,89,HIGIENE,SABONETE
2019-03-12,200939,326,F,1,0,B,182,ALIMENTOS,LATA DE ERVILHA
2019-03-12,201028,250,F,4,1,B,186,HIGIENE,HIDRATANTE
2019-03-12,201063,311,F,4,0,C,104,LIMPEZA,LIMPADOR PERFUMADO
2019-03-12,201084,536,M,4,0,B,111,LIMPEZA,SABAO EM PO
2019-03-12,201123,485,M,3,3,B,134,LIMPEZA,SABAO
2019-03-12,201189,259,M,1,1,B,88,HIGIENE,REPELENTE
2019-03-12,201267,513,F,4,3,B,170,ALIMENTOS,MACARRAO INSTANTANEO
2019-03-12,201296,911,F,2,0,B,118,PET,RACAO UMIDA PARA CAES
2019-03-12,201350,1000,F,4,1,B,99,LIMPEZA,DESINFETANTE
2019-03-12,201411,440,F,4,0,C,131,ALIMENTOS,SALGADINHO
2019-03-12,201503,553,F,4,0,B,200,LIMPEZA,DETERGENTE
2019-03-12,201577,488,M,3,2,B,124,LIMPEZA,TIRA LIMO
2019-03-12,201663,525,M,1,4,B,80,HIGIENE,HASTES FLEXIVEIS
2019-03-12,201737,226,F,4,0,B,222,LIMPEZA,BALDE
2019-03-12,201775,125,M,3,0,B,56,ALIMENTOS,QUEIJO MUSSARELA
2019-03-12,201832,542,M,3,1,B,218,ALIMENTOS,BIFE DE COXAO MOLE
2019-03-12,201926,235,F,4,0,B,213,ALIMENTOS,CENOURA
2019-03-12,202005,304,F,2,3,B,11,ALIMENTOS,AZEITE
2019-03-12,202032,498,M,3,2,B,82,HIGIENE,LENCO UMEDECIDO
2019-03-12,202058,381,F,1,1,B,126,HIGIENE,TALCO
2019-03-12,202097,995,M,3,1,B,1,ACESSORIOS,CHUPETA
2019-03-12,202098,552,M,4,0,B,124,LIMPEZA,TIRA LIMO
2019-03-12,202156,979,F,3,0,A,121,ALIMENTOS,UVA
2019-03-12,202249,997,M,5,2,C,208,HIGIENE,CONDICIONADOR
2019-03-12,202268,598,F,4,0,B,187,HIGIENE,HASTES FLEXIVEIS
2019-03-12,202317,523,M,3,0,B,55,ALIMENTOS,QUEIJO DE CABRA
2019-03-12,202349,993,M,5,1,B,208,HIGIENE,CONDICIONADOR
2019-03-12,202350,283,M,4,1,B,53,ALIMENTOS,PRESUNTO COZIDO
2019-03-12,202422,391,F,2,0,A,121,ALIMENTOS,UVA
2019-03-12,202483,649,F,3,0,B,26,ALIMENTOS,COXA E SOBRECOXA DE FRANGO
2019-03-12,202536,512,M,4,0,B,150,ALIMENTOS,QUEIJO DE CABRA
2019-03-12,202561,500,M,3,2,C,66,BEBIDAS,REFRIGERANTE COLA
2019-03-12,202605,712,F,2,3,B,19,ALIMENTOS,CAFE
2019-03-12,202609,795,F,4,2,B,128,HIGIENE,SHAMPOO
2019-03-12,202686,675,M,4,0,B,59,ALIMENTOS,SALGADINHO
2019-03-12,202703,219,M,2,0,B,218,ALIMENTOS,BIFE DE COXAO MOLE
2019-03-12,202789,388,F,4,3,B,202,LIMPEZA,DESENGORDURANTE
2019-03-12,202878,856,F,5,1,B,138,HIGIENE,REPELENTE
2019-03-12,202911,880,M,3,2,B,171,ALIMENTOS,MACARRAO
2019-03-12,203006,101,F,1,0,C,166,HIGIENE,MODELADOR
2019-03-12,203099,202,M,1,0,B,145,PET,RACAO UMIDA PARA GATOS
2019-03-12,203144,588,F,1,4,C,172,LIMPEZA,LUSTRA MOVEIS
2019-03-12,203149,724,M,1,0,B,71,HIGIENE,ABSORVENTE
2019-03-12,203216,57,M,2,0,B,23,ALIMENTOS,COGUMELOS
2019-03-12,203285,413,M,3,2,B,1,ACESSORIOS,CHUPETA
2019-03-12,203338,22,M,1,0,B,188,ALIMENTOS,HAMBUGUER
2019-03-12,203398,897,M,2,1,C,165,ALIMENTOS,MOLHO BARBECUE
2019-03-12,203426,831,F,4,2,B,201,LIMPEZA,DESINFETANTE
2019-03-12,203472,978,F,3,0,C,172,LIMPEZA,LUSTRA MOVEIS
2019-03-12,203518,279,M,1,2,B,31,ALIMENTOS,GRANOLA
2019-03-12,203526,537,F,1,4,B,75,HIGIENE,ESCOVA DE DENTE
2019-03-12,203538,413,M,3,2,B,129,ALIMENTOS,SARDINHA
2019-03-12,203618,80,F,2,1,C,91,HIGIENE,TALCO
2019-05-12,203665,138,F,3,2,B,159,ALIMENTOS,PAO DE FORMA
2019-05-12,203714,61,M,1,2,B,56,ALIMENTOS,QUEIJO MUSSARELA
2019-05-12,203781,768,F,4,0,B,96,LIMPEZA,BALDE
2019-05-12,203801,472,M,2,1,C,95,LIMPEZA,AMACIANTE
2019-05-12,203803,337,M,3,0,B,12,ALIMENTOS,AZEITONA
2019-05-12,203839,769,F,3,3,C,187,HIGIENE,HASTES FLEXIVEIS
2019-05-12,203862,140,F,1,0,C,109,LIMPEZA,RODO
2019-05-12,203872,15,M,2,1,C,15,ALIMENTOS,BATATA DOCE
2019-05-12,203951,14,M,1,3,B,82,HIGIENE,LENCO UMEDECIDO
2019-05-12,204017,201,M,3,0,B,28,ALIMENTOS,DOCE
2019-05-12,204106,770,M,2,3,B,183,ALIMENTOS,KETCHUP
2019-05-12,204159,4,M,4,0,B,225,ALIMENTOS,ATUM
2019-05-12,204174,209,F,4,0,B,137,ALIMENTOS,REQUEIJAO
2019-05-12,204197,644,M,1,0,C,142,BEBIDAS,REFRIGERANTE LARANJA
2019-05-12,204229,620,M,2,0,B,171,ALIMENTOS,MACARRAO
2019-05-12,204238,468,M,3,1,C,124,LIMPEZA,TIRA LIMO
2019-05-12,204276,160,F,3,4,B,165,ALIMENTOS,MOLHO BARBECUE
2019-05-12,204283,589,F,3,2,C,61,ALIMENTOS,SARDINHA
2019-05-12,204348,342,M,3,0,B,155,ALIMENTOS,PATE
2019-05-12,204411,701,M,3,0,B,58,ALIMENTOS,RICOTA
2019-05-12,204445,842,M,5,2,B,113,LIMPEZA,TIRA MANCHA
2019-05-12,204543,711,M,4,2,B,91,HIGIENE,TALCO
2019-05-12,204615,43,M,2,0,B,92,HIGIENE,TINTURAS
2019-05-12,204713,425,F,3,0,B,37,ALIMENTOS,LEITE
2019-05-12,204777,571,F,2,0,B,173,ALIMENTOS,LINGUICA
2019-05-12,204810,946,M,3,0,B,142,BEBIDAS,REFRIGERANTE LARANJA
2019-05-12,204826,451,M,3,0,C,10,ALIMENTOS,ATUM
2019-05-12,204884,76,M,3,0,A,24,ALIMENTOS,COPA SUINA
2019-05-12,204921,89,F,3,3,C,102,LIMPEZA,LIMPA VIDROS
2019-05-12,204961,425,F,3,0,B,91,HIGIENE,TALCO
2019-05-12,204969,794,M,1,2,B,204,HIGIENE,CREME
2019-05-12,204985,188,M,2,2,B,16,ALIMENTOS,BIFE DE COXAO MOLE
2019-05-12,205030,749,F,4,1,B,156,HIGIENE,PASTA DE DENTE
2019-05-12,205112,695,M,2,0,A,114,LIMPEZA,VASSOURA
2019-05-12,205117,762,F,2,0,B,213,ALIMENTOS,CENOURA
2019-05-12,205189,580,M,3,0,B,35,ALIMENTOS,LATA DE ERVILHA
2019-05-12,205197,470,M,3,1,B,91,HIGIENE,TALCO
2019-05-12,205291,345,F,2,3,B,172,LIMPEZA,LUSTRA MOVEIS
2019-05-12,205318,43,M,2,0,B,85,HIGIENE,PASTA DE DENTE
2019-05-12,205348,703,M,1,3,B,66,BEBIDAS,REFRIGERANTE COLA
2019-05-12,205440,484,M,3,2,C,195,ALIMENTOS,FEIJAO
2019-05-12,205481,406,M,2,4,C,3,ALIMENTOS,ABACATE
2019-05-12,205524,359,F,1,0,B,88,HIGIENE,REPELENTE
2019-05-12,205573,635,F,4,0,B,73,HIGIENE,CREME
2019-05-12,205648,262,M,1,2,B,39,ALIMENTOS,LIMAO
2019-05-12,205652,174,M,4,3,C,101,LIMPEZA,INSETICIDA
2019-05-12,205694,234,M,3,4,B,41,ALIMENTOS,MACARRAO
2019-05-12,205729,39,M,2,0,C,14,ALIMENTOS,BATATA
2019-05-12,205828,246,M,2,2,B,189,ALIMENTOS,GRANOLA
2019-05-12,205885,28,F,1,2,B,206,ALIMENTOS,CORACAO DE FRANGO
2019-05-12,205965,105,F,4,0,C,214,ALIMENTOS,CEBOLA
2019-05-12,206042,458,F,3,4,C,221,ALIMENTOS,BANANA
2019-05-12,206056,651,F,2,0,B,126,HIGIENE,TALCO
2019-06-12,206109,151,F,1,0,B,144,BEBIDAS,REFRIGERANTE COLA
2019-06-12,206191,94,M,1,2,C,145,PET,RACAO UMIDA PARA GATOS
2019-06-12,206236,181,F,2,2,B,150,ALIMENTOS,QUEIJO DE CABRA
2019-06-12,206270,407,F,3,3,A,74,HIGIENE,ENXAGUANTE BUCAL
2019-06-12,206360,922,M,1,0,B,119,PET,RACAO UMIDA PARA GATOS
2019-06-12,206454,645,F,4,0,B,201,LIMPEZA,DESINFETANTE
2019-06-12,206494,619,M,4,1,B,15,ALIMENTOS,BATATA DOCE
2019-06-12,206568,876,F,2,3,B,214,ALIMENTOS,CEBOLA
2019-06-12,206657,70,F,4,0,B,67,BEBIDAS,REFRIGERANTE GUARANA
2019-06-12,206692,313,M,3,0,B,112,LIMPEZA,TIRA LIMO
2019-06-12,206700,438,F,1,0,B,215,ALIMENTOS,CAFE
2019-06-12,206707,57,M,2,0,B,102,LIMPEZA,LIMPA VIDROS
2019-06-12,206786,735,F,4,0,B,215,ALIMENTOS,CAFE
2019-06-12,206796,42,M,2,2,B,83,HIGIENE,MODELADOR
2019-06-12,206836,717,F,3,0,B,89,HIGIENE,SABONETE
2019-06-12,206865,371,F,4,0,B,167,ALIMENTOS,MANGA
2019-06-12,206910,153,M,4,1,B,92,HIGIENE,TINTURAS
2019-06-12,206927,96,F,1,1,C,77,HIGIENE,FIXADOR
2019-06-12,206967,435,F,2,0,C,128,HIGIENE,SHAMPOO
2019-06-12,206989,151,F,1,0,B,134,LIMPEZA,SABAO
2019-06-12,207013,547,F,3,4,C,3,ALIMENTOS,ABACATE
2019-06-12,207080,276,F,3,0,B,31,ALIMENTOS,GRANOLA
2019-06-12,207154,239,M,4,2,C,24,ALIMENTOS,COPA SUINA
2019-06-12,207200,519,M,2,4,B,183,ALIMENTOS,KETCHUP
2019-06-12,207222,32,F,1,0,B,77,HIGIENE,FIXADOR
2019-06-12,207304,922,M,1,0,B,173,ALIMENTOS,LINGUICA
2019-06-12,207314,903,M,1,0,B,108,LIMPEZA,REMOVEDOR
2019-06-12,207334,274,M,1,1,B,92,HIGIENE,TINTURAS
2019-06-12,207347,276,F,3,0,B,118,PET,RACAO UMIDA PARA CAES
2019-06-12,207376,15,M,2,1,C,184,ALIMENTOS,IOGURTE
2019-06-12,207418,619,M,4,1,B,208,HIGIENE,CONDICIONADOR
2019-06-12,207465,669,F,4,0,B,19,ALIMENTOS,CAFE
2019-06-12,207509,129,M,2,0,A,218,ALIMENTOS,BIFE DE COXAO MOLE
2019-06-12,207559,967,F,1,0,B,62,ALIMENTOS,SNACKS
2019-06-12,207655,293,M,4,0,B,217,ALIMENTOS,BISCOITO
2019-06-12,207748,64,F,4,0,B,16,ALIMENTOS,BIFE DE COXAO MOLE
2019-06-12,207793,70,F,4,0,B,157,ALIMENTOS,PAPINHA INFANTIL
2019-06-12,207840,247,M,1,0,B,6,ALIMENTOS,ALHO
2019-06-12,207923,821,F,2,3,B,169,ALIMENTOS,MAMAO
2019-06-12,207926,897,M,2,1,C,163,ALIMENTOS,MORTADELA
2019-06-12,208021,8,F,3,0,B,46,ALIMENTOS,MOLHO BARBECUE
2019-06-12,208045,25,M,4,1,C,23,ALIMENTOS,COGUMELOS
2019-06-12,208049,863,F,1,4,B,176,LIMPEZA,LIMPA VIDROS
2019-06-12,208123,130,F,1,0,B,187,HIGIENE,HASTES FLEXIVEIS
2019-06-12,208188,616,F,1,2,C,198,BEBIDAS,ENERGETICO
2019-06-12,208279,755,M,3,4,B,72,HIGIENE,CONDICIONADOR
2019-06-12,208303,63,F,3,0,B,21,ALIMENTOS,CENOURA
2019-06-12,208373,798,M,5,2,B,190,HIGIENE,GEL
2019-06-12,208404,790,F,3,0,B,108,LIMPEZA,REMOVEDOR
2019-06-12,208456,350,F,5,1,B,131,ALIMENTOS,SALGADINHO
2019-06-12,208498,8,F,3,0,B,52,ALIMENTOS,PATE
2019-12-12,208543,833,F,1,4,B,115,PET,ALIMENTO PARA PASSARO
2019-12-12,208544,992,F,2,0,B,78,HIGIENE,FRALDA
2019-12-12,208582,322,M,2,0,B,87,HIGIENE,PROTETOR SOLAR
2019-12-12,208666,438,F,1,0,B,173,ALIMENTOS,LINGUICA
2019-12-12,208740,191,M,3,0,B,173,ALIMENTOS,LINGUICA
2019-12-12,208742,36,F,3,0,C,73,HIGIENE,CREME
2019-12-12,208760,766,F,1,0,B,28,ALIMENTOS,DOCE
2019-12-12,208822,153,M,4,1,B,216,ALIMENTOS,BROCOLIS
2019-12-12,208898,987,F,1,0,B,210,ACESSORIOS,CHUPETA
2019-12-12,208901,956,M,5,1,C,73,HIGIENE,CREME
2019-12-12,208950,351,F,2,2,B,64,ALIMENTOS,UVA
2019-12-12,208975,293,M,4,0,B,12,ALIMENTOS,AZEITONA
2019-12-12,208996,193,F,4,0,B,222,LIMPEZA,BALDE
2019-12-12,209002,933,M,2,2,B,141,BEBIDAS,REFRIGERANTE LIMaO
2019-12-12,209043,536,M,4,0,B,100,LIMPEZA,DETERGENTE
2019-12-12,209082,449,F,2,3,B,4,ALIMENTOS,ABACAXI
2019-12-12,209088,630,M,1,2,C,113,LIMPEZA,TIRA MANCHA
2019-12-12,209149,496,F,2,0,B,172,LIMPEZA,LUSTRA MOVEIS
2019-12-12,209224,508,F,3,0,B,203,ALIMENTOS,DANETTE
2019-12-12,209263,162,F,1,1,B,218,ALIMENTOS,BIFE DE COXAO MOLE
2019-12-12,209330,552,M,4,0,B,195,ALIMENTOS,FEIJAO
2019-12-12,209383,837,F,2,0,C,31,ALIMENTOS,GRANOLA
2019-12-12,209388,885,F,3,1,A,5,ALIMENTOS,ACHOCOLATADO
2019-12-12,209414,640,M,4,0,C,114,LIMPEZA,VASSOURA
2019-12-12,209434,958,M,2,3,B,35,ALIMENTOS,LATA DE ERVILHA
2019-12-12,209498,257,M,1,4,C,215,ALIMENTOS,CAFE
2019-12-12,209539,345,F,2,3,B,139,LIMPEZA,REMOVEDOR
2019-12-12,209580,421,M,3,3,C,225,ALIMENTOS,ATUM
2019-12-12,209666,693,F,4,0,B,115,PET,ALIMENTO PARA PASSARO
2019-12-12,209760,282,M,2,0,B,113,LIMPEZA,TIRA MANCHA
2019-12-12,209786,676,M,2,3,B,122,ALIMENTOS,TOMATE
2019-12-12,209836,326,F,1,0,B,82,HIGIENE,LENCO UMEDECIDO
2019-12-12,209899,254,F,5,2,B,44,ALIMENTOS,MAMAO
2019-12-12,209928,735,F,4,0,B,102,LIMPEZA,LIMPA VIDROS
2019-12-12,209946,345,F,2,3,B,190,HIGIENE,GEL
2019-12-12,209990,634,F,2,0,C,132,HIGIENE,SABONETE
2019-12-12,210057,791,F,1,0,B,103,LIMPEZA,LIMPADOR MULTIUSO
2019-12-12,210083,757,F,4,3,C,93,LIMPEZA,AGUA SANITARIA
2019-12-12,210174,63,F,3,0,B,27,ALIMENTOS,DANETTE
2019-12-12,210195,285,M,3,0,B,2,ACESSORIOS,MORDEDOR
2019-12-12,210215,51,F,3,0,B,92,HIGIENE,TINTURAS
2019-12-12,210267,250,F,4,1,B,33,ALIMENTOS,IOGURTE
2019-12-12,210326,222,F,4,0,B,214,ALIMENTOS,CEBOLA
2019-12-12,210401,460,F,1,3,B,39,ALIMENTOS,LIMAO
2019-12-16,210463,594,F,3,1,C,57,ALIMENTOS,REQUEIJAO
2019-12-16,210510,57,M,2,0,B,23,ALIMENTOS,COGUMELOS
2019-12-16,210552,454,F,1,0,B,58,ALIMENTOS,RICOTA
2019-12-16,210640,79,F,2,0,C,107,#N/D,#N/D
2019-12-16,210651,735,F,4,0,B,114,LIMPEZA,VASSOURA
2019-12-16,210667,55,F,3,0,B,27,ALIMENTOS,DANETTE
2019-12-16,210759,931,M,2,0,A,62,ALIMENTOS,SNACKS
2019-12-16,210782,501,M,1,0,B,203,ALIMENTOS,DANETTE
2019-12-16,210789,132,M,2,0,A,55,ALIMENTOS,QUEIJO DE CABRA
2019-12-16,210863,954,F,4,2,B,29,ALIMENTOS,FEIJAO
2019-12-16,210930,900,F,3,0,B,156,HIGIENE,PASTA DE DENTE
2019-12-16,210965,218,M,4,0,B,75,HIGIENE,ESCOVA DE DENTE
2019-12-16,210989,156,F,2,0,B,82,HIGIENE,LENCO UMEDECIDO
2019-12-16,211055,673,F,5,1,B,71,HIGIENE,ABSORVENTE
2019-12-16,211126,532,F,2,3,B,96,LIMPEZA,BALDE
2019-12-16,211168,56,F,2,3,B,47,ALIMENTOS,MORTADELA
2019-12-16,211177,639,M,2,0,C,75,HIGIENE,ESCOVA DE DENTE
2019-12-16,211273,142,F,1,0,B,174,LIMPEZA,LIMPADOR PERFUMADO
2019-12-16,211318,523,M,3,0,B,167,ALIMENTOS,MANGA
2019-12-16,211368,928,F,5,1,B,70,BEBIDAS,REFRIGERANTE OUTROS
2019-12-16,211450,867,M,2,3,B,160,ALIMENTOS,PALMITO
2019-12-16,211478,752,M,3,0,C,186,HIGIENE,HIDRATANTE
2019-12-16,211542,916,F,3,4,C,186,HIGIENE,HIDRATANTE
2019-12-16,211591,637,F,1,0,B,202,LIMPEZA,DESENGORDURANTE
2019-12-16,211596,915,F,3,0,B,88,HIGIENE,REPELENTE
2019-12-16,211612,929,M,4,0,B,223,ALIMENTOS,AZEITONA
